"Lote","Item","Posição","Razão Social","Documento","Lance","Marca","Modelo","ME","Classificado","Habilitado"
"24","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","11798,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"24","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","11798,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"24","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","11798,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"24","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","11798,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"24","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","11798,0000","TRIBOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","16","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","17","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","18","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","19","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","20","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","21","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","22","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","23","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","24","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","25","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","26","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","27","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","28","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","29","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","30","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","31","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","32","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","33","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","34","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","35","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","36","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","37","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","38","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","39","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","40","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","41","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","42","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","43","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","44","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","45","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","46","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","47","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","48","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","49","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","50","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","51","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","52","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","53","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","54","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","55","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","56","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","57","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"25","58","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","174994,6000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"26","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","650,0000","AGAQUÊ","IMPRESSO/ FISICO","SIM","SIM","SIM"
"27","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5496,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"27","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5496,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"27","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5496,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"27","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5496,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"27","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5496,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"27","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5496,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"27","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5496,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"27","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5496,0000","ARTELER","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"28","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13784,0000","ÁTICA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"29","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","718,0000","BIRUTA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"30","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","418,0000","CIRANDA CULTURAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"30","1","2","EDUARDO J. SANTOS & CIA LTDA","66143678000131","490,0000","CIRANDA CULTURAL","CONFUSÃO NA MONTANHA","SIM","SIM","SIM"
"30","1","3","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","710,0000","Ciranda Cultural","Papel couchê","NÃO","SIM","SIM"
"31","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2900,0000","DCL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"31","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2900,0000","DCL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"31","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2900,0000","DCL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"31","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2900,0000","DCL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","16","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","17","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","18","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","19","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","20","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","21","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","22","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","23","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","24","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","25","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","26","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","27","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","28","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","29","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","30","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","31","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","32","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","33","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","34","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","35","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","36","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","37","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"32","38","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","43920,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"33","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5192,0000","FTD","IMPRESSO/ FISICO","SIM","SIM","SIM"
"33","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5192,0000","FTD","IMPRESSO/ FISICO","SIM","SIM","SIM"
"33","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5192,0000","FTD","IMPRESSO/ FISICO","SIM","SIM","SIM"
"33","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5192,0000","FTD","IMPRESSO/ FISICO","SIM","SIM","SIM"
"33","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5192,0000","FTD","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","1","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","2","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","3","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","4","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","5","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","6","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","7","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","8","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","9","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","10","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","11","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","12","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","13","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","14","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","15","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"34","16","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","13598,0000","GLOBAL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"34","16","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","14710,0000","Global","Papel couchê","NÃO","SIM","SIM"
"35","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2798,0000","GLOBINHO","IMPRESSO/ FISICO","SIM","SIM","SIM"
"35","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2798,0000","GLOBINHO","IMPRESSO/ FISICO","SIM","SIM","SIM"
"36","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3500,0000","HAPPY BOOKS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"36","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3500,0000","HAPPY BOOKS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"36","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3500,0000","HAPPY BOOKS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"36","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3500,0000","HAPPY BOOKS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"36","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3500,0000","HAPPY BOOKS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"37","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","58998,0000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
